Username,Profile URL,Subscribers,Twitter,Instagram,TikTok,LinkedIn,Facebook,YouTube,Linktree,Threads,Bluesky,GitHub,Medium,Other,Scraped At,Category
quadrilateral,https://substack.com/@quadrilateral,16000,,https://instagram.com/GeoffShac,,,,,,,,,,http://www.geoffshackelford.com,2026-01-22 02:24:43,Sports
matchquarters,https://substack.com/@matchquarters,26000,,https://instagram.com/matchquarters,,,,https://youtube.com/@matchquarters,,,,,,https://www.matchquarters.com/?utm_campaign=profile_chips,2026-01-22 02:24:43,Sports
allisonkeefe,https://substack.com/@allisonkeefe,1300,,https://instagram.com/thefhockeyanalyst,,,,,,,,,,,2026-01-22 02:24:43,Sports
hardcourt,https://substack.com/@hardcourt,1800,,https://instagram.com/hard_court,,,,,,,,,,https://www.hard-court.com/?utm_campaign=profile_chips,2026-01-22 02:24:43,Sports
eamonnbrennan,https://substack.com/@eamonnbrennan,7700,https://twitter.com/eamonnbrennan,,,,,,,,,,,https://www.eamonnbrennan.com/?utm_campaign=profile_chips,2026-01-22 02:24:43,Sports
stevenchicken,https://substack.com/@stevenchicken,3200,,,,,https://facebook.com/weareterriers,,,,,,,https://www.weareterriers.com/?utm_campaign=profile_chips,2026-01-22 02:24:43,Sports
siphillips978482,https://substack.com/@siphillips978482,27000,https://twitter.com/siphillipssport,,,,,,,,,,,,2026-01-22 02:24:43,Sports
richardlewis,https://substack.com/@richardlewis,11000,,,,,,,,,,,,,2026-01-22 02:24:43,Sports
mattlombardonfl,https://substack.com/@mattlombardonfl,2800,,https://www.instagram.com/mattlombardonfl,,,https://facebook.com/www.facebook.com/mattlombardosports,,,,,,,,2026-01-22 02:24:43,Sports
jona,https://substack.com/@jona,4600,https://twitter.com/JonPgh,,,,,,,,,,,https://www.mlbdatawarehouse.com/?utm_campaign=profile_chips,2026-01-22 02:24:43,Sports
grahamruthven,https://substack.com/@grahamruthven,2300,https://twitter.com/grahamruthven,https://instagram.com/grahamruthven,,,,,,,,,,,2026-01-22 02:24:43,Sports
talkinjake,https://substack.com/@talkinjake,39000,,,,,,,,,,,,https://www.jomboymedia.com/?utm_campaign=profile_chips,2026-01-22 02:24:43,Sports
coachdavidson,https://substack.com/@coachdavidson,3100,https://twitter.com/Coach_DDavidson,,,,,https://www.youtube.com/channel/UCxgNM72KpNRnph-gRrUHDwg,,,,,,,2026-01-22 02:24:43,Sports
huddleup,https://substack.com/@huddleup,134000,https://twitter.com/JoePompliano,,,,,,,,,,,,2026-01-22 02:24:43,Sports
seasidejoe,https://substack.com/@seasidejoe,3700,https://twitter.com/seasidejoenews,,,,,,,,,,,https://www.seasidejoe.com/?utm_campaign=profile_chips,2026-01-22 02:24:43,Sports
basuandgodin,https://substack.com/@basuandgodin,3600,https://twitter.com/BasuAndGodin,,,,,,,,,,,https://www.basuandgodin.com/?utm_campaign=profile_chips,2026-01-22 02:24:43,Sports
japatrick200,https://substack.com/@japatrick200,2200,,,,,,,,,,,,https://www.fivestripefinal.com/?utm_campaign=profile_chips,2026-01-22 02:24:43,Sports
levparnas,https://substack.com/@levparnas,84000,,,,,,https://www.youtube.com/@levremembers,,,,,,https://levremembers.com/,2026-01-22 02:27:40,World Politics
amitsegal,https://substack.com/@amitsegal,22000,,,,,,,,,,,,https://newsletter.amitsegal.net/?utm_campaign=profile_chips,2026-01-22 02:27:40,World Politics
connortomlinson,https://substack.com/@connortomlinson,3700,,https://instagram.com/con_tomlinson_,,,,,,,,,,https://courage.media/author/connor-tomlinson/,2026-01-22 02:27:40,World Politics
backtothefront,https://substack.com/@backtothefront,4800,,,,,https://www.facebook.com/julius.strauss,,,,,,,,2026-01-22 02:27:40,World Politics
kulturkampftr,https://substack.com/@kulturkampftr,3100,,,,,,,,,https://bsky.app/profile/selimkoru.bsky.social,,,https://www.amazon.co.uk/New-Turkey-Far-Right-Reactionary/dp/0755656431,2026-01-22 02:27:40,World Politics
paulwells,https://substack.com/@paulwells,39000,,,,https://www.linkedin.com/in/paul-wells-79738920/,,,,,,,,,2026-01-22 02:27:40,World Politics
themexpatriate,https://substack.com/@themexpatriate,2200,https://twitter.com/TheMexpatriate,https://instagram.com/the_mexpatriate,,,,,,,,,,https://www.themexpatriate.com/?utm_campaign=profile_chips,2026-01-22 02:27:40,World Politics
rorytruex,https://substack.com/@rorytruex,2100,https://www.rorytruex.com,https://www.instagram.com/thecivicforum/,,,,,,,,,,,2026-01-22 02:27:40,World Politics
mickryan,https://substack.com/@mickryan,39000,,,,,,,,,,,,https://www.amazon.com/White-Sun-War-Campaign-Casemate/dp/1636242502,2026-01-22 02:27:40,World Politics
whatthehellisgoingon,https://substack.com/@whatthehellisgoingon,3000,https://twitter.com/dpletka,,,,,,,,,,,,2026-01-22 02:27:41,World Politics
zuristevens,https://substack.com/@zuristevens,4300,,,,,,,,,,,,,2026-01-22 02:27:41,World Politics
jasonjaysmart,https://substack.com/@jasonjaysmart,3200,,,,,https://www.facebook.com/OfficeJJSmart,,,,,,,https://www.JasonJaySmart.com,2026-01-22 02:27:41,World Politics
anneapplebaum,https://substack.com/@anneapplebaum,151000,,,,,,,,,,,,https://anneapplebaum.com,2026-01-22 02:27:41,World Politics
mascilbinah,https://substack.com/@mascilbinah,2600,,,,,,,,,,,,https://nonzionism.com/?utm_campaign=profile_chips,2026-01-22 02:27:41,World Politics
sandoresik,https://substack.com/@sandoresik,15000,,,,,,,,,,,,,2026-01-22 02:27:41,World Politics
iranist,https://substack.com/@iranist,7300,,https://instagram.com/hdagres,,,,,,,,,,https://www.theiranist.com/?utm_campaign=profile_chips,2026-01-22 02:27:41,World Politics
spytalk,https://substack.com/@spytalk,31000,,,,,,,,,,,,https://www.spytalk.co/?utm_campaign=profile_chips,2026-01-22 02:27:41,World Politics
laralogan,https://substack.com/@laralogan,29000,,,,,https://www.facebook.com/share/1ApUgPXBE9/?mibextid=wwXIfr,,,,,,,https://laralogan.com/,2026-01-22 02:27:41,World Politics
moneycircus,https://substack.com/@moneycircus,2100,,,,,,,,,,,,,2026-01-22 02:27:41,World Politics
thelesbianprojectpod,https://substack.com/@thelesbianprojectpod,5100,https://twitter.com/project_lesbian,,,,,,,,,,,https://www.thelesbianprojectpod.com/?utm_campaign=profile_chips,2026-01-22 02:27:41,World Politics
fredgao,https://substack.com/@fredgao,5800,,,,https://www.linkedin.com/in/yingshi-gao-46666514a/,,,,,https://bsky.app/profile/fredgao.bsky.social,,,https://www.fredgao.com/?utm_campaign=profile_chips,2026-01-22 02:27:41,World Politics
joeljenkins,https://substack.com/@joeljenkins,2400,https://twitter.com/boganintel,,,,,,,,,,,https://www.boganintel.com/?utm_campaign=profile_chips,2026-01-22 02:27:41,World Politics
macspaunday,https://substack.com/@macspaunday,7800,https://twitter.com/michaeldweiss,,,,,,,,,,,,2026-01-22 02:27:41,World Politics
conflictsforum,https://substack.com/@conflictsforum,7500,,,,,,,,,,,,,2026-01-22 02:27:41,World Politics
bmanalysis,https://substack.com/@bmanalysis,11000,https://twitter.com/AleksBMA,,,,,,,,,,,,2026-01-22 02:27:41,World Politics
observingjapan,https://substack.com/@observingjapan,9600,,,,,,,,,,,,https://www.japanforesight.com,2026-01-22 02:27:41,World Politics
adelaideivanova,https://substack.com/@adelaideivanova,2300,,https://instagram.com/adelaide_ivanova,,,,,,,,,,https://adelaideivanova.com/,2026-01-22 02:27:41,World Politics
joelbowman,https://substack.com/@joelbowman,13000,https://twitter.com/JoelBowman,,,https://www.linkedin.com/in/joel-bowman-62710952/,,,,,,,,,2026-01-22 02:27:41,World Politics
dissentinbloom,https://substack.com/@dissentinbloom,17000,,,,,https://facebook.com/profile.php?id=61573767007421,,https://linktr.ee/dissentinbloom,,,,,,2026-01-22 02:27:41,World Politics
willhayward,https://substack.com/@willhayward,9400,,,https://tiktok.com/@walesjournalist,,,,,,,,,,2026-01-22 02:27:41,World Politics
robinhorsfall,https://substack.com/@robinhorsfall,6400,,,,,,,,,,,,https://www.robinhorsfall.com,2026-01-22 02:27:41,World Politics
realscottritter,https://substack.com/@realscottritter,58000,https://twitter.com/RealScottRitter,,,,,,,,,,,https://ScottRitter.com,2026-01-22 02:27:41,World Politics
melaniephillips,https://substack.com/@melaniephillips,43000,,,,,,https://www.youtube.com/@melaniephillips5876,,,,,,https://www.amazon.com/dp/B0DT15TLWP,2026-01-22 02:27:41,World Politics
alexkrainer,https://substack.com/@alexkrainer,39000,https://twitter.com/NakedHedgie,,,,,,,,,,,,2026-01-22 02:27:41,World Politics
peterfrankopan,https://substack.com/@peterfrankopan,8000,,https://instagram.com/peter_frankopan,,,,,,,,,,https://www.peterfrankopan.com,2026-01-22 02:27:41,World Politics
samf,https://substack.com/@samf,82000,https://twitter.com/Samfr,,,,,,,,,,,,2026-01-22 02:27:41,World Politics
nicolasvidal,https://substack.com/@nicolasvidal,8200,,https://www.instagram.com/nicolasvidalputsch/,,,,,,,,,,https://www.amazon.fr/Lettre-aux-autruches-tubes-digestifs/dp/B0CPTJ5G94,2026-01-22 02:27:41,World Politics
geopoliticaldispatch,https://substack.com/@geopoliticaldispatch,11000,,https://www.instagram.com/geopoliticaldispatch/,,,,,,,,,,https://www.geopoliticaldispatch.com/?utm_campaign=profile_chips,2026-01-22 02:27:41,World Politics
lauraflanders,https://substack.com/@lauraflanders,4800,,,,,https://www.facebook.com/LauraFlandersandFriends,,,,,,,http://lauraflanders.org,2026-01-22 02:27:41,World Politics
338canada,https://substack.com/@338canada,21000,,,,,,,,,,,,https://www.338canada.ca/?utm_campaign=profile_chips,2026-01-22 02:27:41,World Politics
thegrandstrategy,https://substack.com/@thegrandstrategy,1500,,https://instagram.com/khaled.h.zakaria,,,,https://www.youtube.com/@ThebriefMogaz,,,,,,,2026-01-22 02:27:41,World Politics
dropsitenews,https://substack.com/@dropsitenews,610000,,,,,,,,,,,,https://www.dropsitenews.com/?utm_campaign=profile_chips,2026-01-22 02:27:41,World Politics
christrotter418256,https://substack.com/@christrotter418256,1100,,,,,https://www.facebook.com/chris.trotter.180,,,,,,,,2026-01-22 02:27:41,World Politics
foreignexchanges,https://substack.com/@foreignexchanges,46000,,,,,,,,,,,,https://www.foreignexchanges.news/?utm_campaign=profile_chips,2026-01-22 02:27:41,World Politics
charleslister,https://substack.com/@charleslister,6500,,,,,,,,,,,,https://www.syriaweekly.com/?utm_campaign=profile_chips,2026-01-22 02:27:41,World Politics
anarchonomicon,https://substack.com/@anarchonomicon,17000,https://twitter.com/FromKulak,,,,,,,,,,,https://www.anarchonomicon.com/?utm_campaign=profile_chips,2026-01-22 02:27:41,World Politics
nelbonilla,https://substack.com/@nelbonilla,4500,https://twitter.com/noirnen,,,,,,,,https://bsky.app/profile/themindness.bsky.social,,,,2026-01-22 02:27:41,World Politics
concis21,https://substack.com/@concis21,10000,https://twitter.com/theconcis,,,,,,,,,,,https://www.theconcis.com/?utm_campaign=profile_chips,2026-01-22 02:27:41,World Politics
democracyproject,https://substack.com/@democracyproject,8900,https://twitter.com/bryce_edwards,,,,,,,,,,,https://www.democracyproject.org.nz/?utm_campaign=profile_chips,2026-01-22 02:27:41,World Politics
undiplomatic,https://substack.com/@undiplomatic,4400,,,,,,,,,,,,https://www.un-diplomatic.com/?utm_campaign=profile_chips,2026-01-22 02:27:41,World Politics
pascallottaz,https://substack.com/@pascallottaz,13000,,,,,,,,,,,,https://www.neutralitystudies.com,2026-01-22 02:27:41,World Politics
leilabelmoh,https://substack.com/@leilabelmoh,2400,,https://instagram.com/leila.belmoh,,https://www.linkedin.com/in/leila-belhadj-mohamed-930b41121/,,,,,,,,,2026-01-22 02:27:41,World Politics
predictivehistory,https://substack.com/@predictivehistory,46000,,,,,,,,,,,,,2026-01-22 02:27:41,World Politics
mexicopoliticaleconomist,https://substack.com/@mexicopoliticaleconomist,4500,,,,https://www.linkedin.com/company/the-mexico-political-economist,,,,,,,,https://www.mxpe.org/?utm_campaign=profile_chips,2026-01-22 02:27:41,World Politics
peterbrimelow,https://substack.com/@peterbrimelow,20000,,,,,,,,,,,,https://www.peterbrimelow.com/?utm_campaign=profile_chips,2026-01-22 02:27:41,World Politics
realleecamp,https://substack.com/@realleecamp,27000,,,,,,,,,,,,https://LeeCamp.com,2026-01-22 02:27:41,World Politics
dieuwertje,https://substack.com/@dieuwertje,4000,https://twitter.com/DieuwsNieuws,,,https://www.linkedin.com/in/dieuwertje-dina-kuijpers-73988922/,,,,,,,,https://www.dieuwsnieuws.nl/?utm_campaign=profile_chips,2026-01-22 02:27:41,World Politics
eurosiberia,https://substack.com/@eurosiberia,10000,https://twitter.com/constantinvonh,,,,,,,,,,,https://www.eurosiberia.net/?utm_campaign=profile_chips,2026-01-22 02:27:41,World Politics
lumirlapray,https://substack.com/@lumirlapray,3100,,https://instagram.com/lumirlapray,,,,,,,,,,,2026-01-22 02:27:41,World Politics
isitpropaganda,https://substack.com/@isitpropaganda,7400,,,,,,,,,,,,,2026-01-22 02:27:41,World Politics
boz,https://substack.com/@boz,10000,,,,,,,,,https://bsky.app/profile/bloggingsbyboz.bsky.social,,,,2026-01-22 02:27:42,World Politics
davidcoletto,https://substack.com/@davidcoletto,22000,https://twitter.com/DavidColetto,,,,,,,,,,,,2026-01-22 02:27:42,World Politics
glenndiesen,https://substack.com/@glenndiesen,19000,,,,,,,,,,,,,2026-01-22 02:27:42,World Politics
insurrectionbarbie,https://substack.com/@insurrectionbarbie,1500,https://twitter.com/DefiyantlyFree,,,,,,,,,,,,2026-01-22 02:27:42,World Politics
julieburchill,https://substack.com/@julieburchill,6700,https://x.com/boozeandfagz?lang=en,,,,,,,,,,,,2026-01-22 02:27:42,World Politics
portugaldecoded,https://substack.com/@portugaldecoded,11000,,https://instagram.com/portugal_decoded,,,https://www.facebook.com/portugaldecoded,,,,,,,,2026-01-22 02:27:42,World Politics
yaschamounk,https://substack.com/@yaschamounk,227000,,,,,,,,,,,,https://writing.yaschamounk.com/?utm_campaign=profile_chips,2026-01-22 02:27:42,World Politics
powerlinesmedia,https://substack.com/@powerlinesmedia,2200,,,,,,,,,,,,https://www.harpercollins.com.au/9780732294748/the-marmalade-files/,2026-01-22 02:27:42,World Politics
parlonspeuparlonsbien,https://substack.com/@parlonspeuparlonsbien,27000,,https://www.instagram.com/parlonspeuparlonsbienofficiel/,,,https://www.facebook.com/kamel.melka.100483,,,,,,,,2026-01-22 02:27:42,World Politics
julieszego,https://substack.com/@julieszego,3700,,,,,,,,,,,,,2026-01-22 02:27:42,World Politics
carolecadwalla,https://substack.com/@carolecadwalla,109000,https://twitter.com/carolecadwalla,,,,,,,,,,,,2026-01-22 02:27:42,World Politics
nickcohen,https://substack.com/@nickcohen,21000,https://twitter.com/NickCohen4,,,,https://www.facebook.com/app_scoped_user_id/YXNpZADpBWEZATQy1HNXpnUklxRnNEUGxaXzRSOUhiZAHFsYWlWcXV3emQ1ZAVBnWU9vcGpETXREVW9HeDh3OXFaREhGb0ZApeUl3VHg2WWJxZAEt3dXh5cmNzWmIySXNsOEQ0bjNqMlBNQlV4dGNiLWVsVGhuMEJtU2cZD/,,,,,,,,2026-01-22 02:27:42,World Politics
thehighside,https://substack.com/@thehighside,10000,,,,,,,,,,,,,2026-01-22 02:27:42,World Politics
elliotkirschner,https://substack.com/@elliotkirschner,36000,,,,,,,,,https://bsky.app/profile/elliotkirschner.bsky.social,,,,2026-01-22 02:27:42,World Politics
gohini,https://substack.com/@gohini,7300,,,,,,,,,,,,https://rebeccanagle.com,2026-01-22 03:02:14,News
iamdonnyevans,https://substack.com/@iamdonnyevans,6800,,https://instagram.com/iamdonnyevans,,,,,https://linktr.ee/iamdonnyevans,,,,,,2026-01-22 03:02:14,News
skiing,https://substack.com/@skiing,19000,https://twitter.com/StormSkiJournal,,,,,,,,,,,https://www.stormskiing.com/?utm_campaign=profile_chips,2026-01-22 03:02:14,News
aniobrien,https://substack.com/@aniobrien,2600,,,,,,,,,,,,,2026-01-22 03:02:15,News
fixthenews,https://substack.com/@fixthenews,75000,,https://instagram.com/thenewsfix,,,,,,,,,,https://fixthenews.com/?utm_campaign=profile_chips,2026-01-22 03:02:15,News
theleisurereport,https://substack.com/@theleisurereport,8400,,,,,https://www.facebook.com/oxfordcafe.detroit/,,,,,,,https://www.oxfordcafedetroit.com,2026-01-22 03:02:15,News
theconversationus,https://substack.com/@theconversationus,5300,,,,,https://www.facebook.com/theconversationUS,,,,,,,https://theconversation.com/us,2026-01-22 03:02:15,News
reallyamerican,https://substack.com/@reallyamerican,89000,,https://www.instagram.com/reallyamericanmedia/,,,https://www.facebook.com/reallyamerican,,,,,,,,2026-01-22 03:02:15,News
katiecouric,https://substack.com/@katiecouric,108000,,https://instagram.com/katiecouric,,,,https://www.youtube.com/user/KatieCouric,,,,,,,2026-01-22 03:02:15,News
glennkirschner,https://substack.com/@glennkirschner,108000,,,,,,,,,,,,,2026-01-22 03:02:15,News
gregpalastinvestigates,https://substack.com/@gregpalastinvestigates,9100,,,,,,,,,,,,https://gregpalast.com,2026-01-22 03:02:15,News
chlorinedioxidetestimonies,https://substack.com/@chlorinedioxidetestimonies,2600,,,,,,,,,,,,https://t.me/ChlorineDioxideTestimonies,2026-01-22 03:02:15,News
andrefran,https://substack.com/@andrefran,2900,,https://instagram.com/andrefran,,,,,,,,,,https://a.co/d/977MWSC,2026-01-22 03:02:15,News
sebastopol,https://substack.com/@sebastopol,6600,,,,,,,,,,,,https://www.sebastopoltimes.com/?utm_campaign=profile_chips,2026-01-22 03:02:15,News
jorgebranco,https://substack.com/@jorgebranco,6900,,,,,,,,,,,,,2026-01-22 03:02:15,News
lisaremillard,https://substack.com/@lisaremillard,134000,,https://instagram.com/lisa.remillard,,,,,,,,,,https://lisaremillard.com/,2026-01-22 03:02:15,News
danwootton,https://substack.com/@danwootton,62000,,https://instagram.com/danwootton,,,https://facebook.com/danwootton,,,,,,,https://www.danwoottonoutspoken.com/?utm_campaign=profile_chips,2026-01-22 03:02:15,News
yashar,https://substack.com/@yashar,62000,,,,,,,,,,,,https://www.thereset.news/?utm_campaign=profile_chips,2026-01-22 03:02:15,News
thefireorg,https://substack.com/@thefireorg,2800,,,,,,,,,,,,https://expression.fire.org/?utm_campaign=profile_chips,2026-01-22 03:02:15,News
thatgoodnewsgirl,https://substack.com/@thatgoodnewsgirl,14000,,,,,,,,,,,,,2026-01-22 03:02:15,News
parkslopeliving,https://substack.com/@parkslopeliving,5500,,https://instagram.com/parkslopeliving,,,,,,,,,,https://www.parkslopepulse.com/?utm_campaign=profile_chips,2026-01-22 03:02:15,News
dianemontagna,https://substack.com/@dianemontagna,8600,,,,,,,,,,,,,2026-01-22 03:02:15,News
rozenberg,https://substack.com/@rozenberg,22000,,,,,,,,,,,,http://www.joshuarozenberg.com,2026-01-22 03:02:15,News
jimacosta,https://substack.com/@jimacosta,314000,,,,,,,,,,,,https://jimacosta.com,2026-01-22 03:02:15,News
arshymann,https://substack.com/@arshymann,3600,,,,https://www.linkedin.com/in/arshy-mann-09718633/,,,,,,,,https://hatchetmedia.subtstack.com,2026-01-22 03:02:15,News
rocanews,https://substack.com/@rocanews,284000,,https://instagram.com/RideTheNews,,,,https://www.youtube.com/@rocanews,,,,,,,2026-01-22 03:02:15,News
lionelbarber,https://substack.com/@lionelbarber,1500,,https://instagram.com/barber_lionel,,,,,,,,,,https://hbr.org/2025/01/8-lessons-from-the-career-of-softbanks-masayoshi-son?ab=HP-hero-latest-text-1,2026-01-22 03:02:15,News
whitepaper,https://substack.com/@whitepaper,131000,,,,,,,,,,,,https://www.whitepaper.mx/?utm_campaign=profile_chips,2026-01-22 03:02:15,News
assarchristian,https://substack.com/@assarchristian,4500,,,,,https://www.facebook.com/app_scoped_user_id/YXNpZADpBWEcwNTI2NEI0SExVOGFDT0tIR0lodlQ3Um9yQVV0R0hyX0RpbnZAEeGFIeGNOTHdMZAU1qOGtLOWVGQ2RXU1RFQ0FOQUJDQVU2eHM0X3hjci0xeU1UdkpYTW1pMGRyQkh2c3E0RWRKUGhPUVoxWS0td2cZD/,,,,,,,https://www.assarchristian.se/?utm_campaign=profile_chips,2026-01-22 03:02:15,News
klasfeldreports,https://substack.com/@klasfeldreports,32000,,,,,,,,,https://bsky.app/profile/klasfeldreports.com,,,https://www.allrisenews.com/?utm_campaign=profile_chips,2026-01-22 03:02:15,News
truthonthestreets,https://substack.com/@truthonthestreets,7600,,https://instagram.com/dahlgrenkevin,,,,https://www.youtube.com/channel/UCzD6YFm2wGo8qQ-2Enx46hQ,,,,,,,2026-01-22 03:02:15,News
rosietaylorjournalism,https://substack.com/@rosietaylorjournalism,1500,,https://instagram.com/rosietaylorjournalism,,,,,,,,,,https://www.rosietaylorjournalism.com,2026-01-22 03:02:15,News
seymourhersh,https://substack.com/@seymourhersh,233000,,,,,,,,,,,,,2026-01-22 03:02:15,News
lawfare,https://substack.com/@lawfare,36000,,,,,,,,,,,,,2026-01-22 03:02:15,News
scottvanvoorhis,https://substack.com/@scottvanvoorhis,15000,https://twitter.com/sbvanvoorhis,,,,https://www.facebook.com/app_scoped_user_id/YXNpZADpBWEZAXQk9lSEdmcUFrS3M0MWJycTZArR0RhR2doWjlydmFJcWV6RU5nc3JuaEliT0EwVzYtMTlCOEhic3plNkd0MUVOQlRFTnB1a2FpdlI1T2ZAfMWZADMXlGQU13NXoyeFlIUFVnaXNuMENuNAZDZD/,,,,,,,,2026-01-22 03:02:15,News
shipwreckedcrew,https://substack.com/@shipwreckedcrew,11000,https://twitter.com/shipwreckedcrew,,,,,,,,,,,,2026-01-22 03:02:15,News
themalaysianist,https://substack.com/@themalaysianist,3600,https://twitter.com/esshimself,,,,,,,,,,,https://www.themalaysianist.com/?utm_campaign=profile_chips,2026-01-22 03:02:15,News
larswinkelsdorf,https://substack.com/@larswinkelsdorf,1300,https://twitter.com/winkelsdorf,,,,,,,,,,,https://www.larswinkelsdorf.de,2026-01-22 03:02:15,News
ryanteaguebeckwith,https://substack.com/@ryanteaguebeckwith,4700,https://twitter.com/ryanbeckwith,,,,,,,,,,,,2026-01-22 03:02:15,News
stateoftheday,https://substack.com/@stateoftheday,541000,,,,,https://www.facebook.com/DailyCaller,,,,,,,https://stateoftheday.us/?utm_campaign=profile_chips,2026-01-22 03:02:15,News
barharborstory,https://substack.com/@barharborstory,5200,,,,,,,,,,,,,2026-01-22 03:02:15,News
julioarosas,https://substack.com/@julioarosas,3800,,,,,,,,,,,,https://www.amazon.com/Fiery-But-Mostly-Peaceful-Gaslighting/dp/1956007024,2026-01-22 03:02:15,News
1830goel,https://substack.com/@1830goel,3400,,,,,https://www.facebook.com/profile.php?id=100088480523963,,,,,,,,2026-01-22 03:02:15,News
senseinews,https://substack.com/@senseinews,3100,,,,,,https://www.youtube.com/@martynlucasinvestor,,,,,,https://www.sensei.news/?utm_campaign=profile_chips,2026-01-22 03:02:15,News
rachelblevins,https://substack.com/@rachelblevins,8500,,https://instagram.com/RachBlevins,,,,https://www.youtube.com/RachelBlevins,,,,,,,2026-01-22 03:02:15,News
davehillonlondon,https://substack.com/@davehillonlondon,3300,,,,,,,,,,,,,2026-01-22 03:02:15,News
zevshalev,https://substack.com/@zevshalev,19000,,,,,,,,,,,,https://www.narativ.org/?utm_campaign=profile_chips,2026-01-22 03:02:15,News
davebangert,https://substack.com/@davebangert,8100,,,,,https://www.facebook.com/profile.php?id=100087476692646,,,,,,,https://www.basedinlafayette.com/?utm_campaign=profile_chips,2026-01-22 03:02:15,News
mrglobal,https://substack.com/@mrglobal,17000,,,,,,https://youtube.com/@mrglobalyoutube?si=ZgpI7A88iGmhDwe2,,,,,,,2026-01-22 03:02:15,News
jimwaterson,https://substack.com/@jimwaterson,33000,,,,,,,,,https://bsky.app/profile/jim.londoncentric.media,,,https://www.londoncentric.media/?utm_campaign=profile_chips,2026-01-22 03:02:15,News
jennamccarthy,https://substack.com/@jennamccarthy,9400,,,,,,,,,,,,https://jennasside.rocks/?utm_campaign=profile_chips,2026-01-22 03:02:15,News
theperiodoff,https://substack.com/@theperiodoff,21000,,,,,,,,,,,,,2026-01-22 03:02:15,News
daxe,https://substack.com/@daxe,4500,,https://www.instagram.com/axedavid/,,,https://www.facebook.com/david.axe/,,,,,,,https://www.trenchart.us/?utm_campaign=profile_chips,2026-01-22 03:02:16,News
norlund,https://substack.com/@norlund,2200,,,,,,,,,,,,,2026-01-22 03:02:16,News
thedakotascout,https://substack.com/@thedakotascout,12000,https://twitter.com/TheDakotaScout,,,,,,,,,,,https://www.thedakotascout.com/?utm_campaign=profile_chips,2026-01-22 03:02:16,News
aaronparnas,https://substack.com/@aaronparnas,1000,,https://www.instagram.com/aaronparnas/?hl=en,,,,,,,,,,https://www.meidasplus.com/?utm_campaign=profile_chips,2026-01-22 03:02:16,News
chriscillizza,https://substack.com/@chriscillizza,32000,,https://instagram.com/cillizzac,,,https://www.facebook.com/app_scoped_user_id/YXNpZADpBWEgwYXNuWmt6M2x5ZAE5FN2h6dGZAaVG9RTzMwRDhEZAXZAlMi1QaTVlcFBwN1IyRnNNclBYNGRNcG1vOW5iNnpYZA2R0MkRVWmc3Q1Bycm9COGZAwQnJjS1RfZAnBwcUdPcWxtRHRTU2FZAOHhn/,,,,,,,,2026-01-22 03:02:16,News
brianlilley854135,https://substack.com/@brianlilley854135,13000,,,,,https://facebook.com/brianlilley,,,,,,,https://www.brianlilley.com/?utm_campaign=profile_chips,2026-01-22 03:02:16,News
lenewsineasyfrench,https://substack.com/@lenewsineasyfrench,1900,,,,,,,,,,,,,2026-01-22 03:02:16,News
cwebbonline,https://substack.com/@cwebbonline,3100,https://twitter.com/cwebbonline,,,,,,,,https://bsky.app/profile/cwebbonline.com,,,,2026-01-22 03:02:16,News
meredithconstant,https://substack.com/@meredithconstant,5000,,https://instagram.com/MeredithConstant,,,,,,,,,,,2026-01-22 03:02:16,News
kkatieccasper,https://substack.com/@kkatieccasper,6500,,https://instagram.com/kkatie.ccasper,,,,,,,,,,,2026-01-22 03:16:06,Fashionandbeauty
bigheadjustice,https://substack.com/@bigheadjustice,43000,,,,,,,,,,,,https://bigheadjustice.com,2026-01-22 03:16:06,Fashionandbeauty
articlesofinterest,https://substack.com/@articlesofinterest,35000,https://twitter.com/trufelman,,,,,,,,https://bsky.app/profile/trufelman.bsky.social,,,,2026-01-22 03:16:06,Fashionandbeauty
togs,https://substack.com/@togs,4300,,,,,,,,,,,,,2026-01-22 03:16:06,Fashionandbeauty
lucywilliams02,https://substack.com/@lucywilliams02,56000,,https://instagram.com/lucywilliams02,https://tiktok.com/@lucywilliams02,,,,,,,,,,2026-01-22 03:16:06,Fashionandbeauty
saracrampton,https://substack.com/@saracrampton,3700,,https://instagram.com/harperandharley,,,,,,,,,,https://theundone.com,2026-01-22 03:16:06,Fashionandbeauty
monicaainleydlv,https://substack.com/@monicaainleydlv,10000,,https://instagram.com/Monicaainleydlv,,,,,,,,,,https://podcasts.apple.com/fr/podcast/fanfare/id1597641335,2026-01-22 03:16:06,Fashionandbeauty
jenniferromolini,https://substack.com/@jenniferromolini,4800,,,,,,,,,,,,https://bookshop.org/p/books/ambition-monster-jennifer-romolini/20705024?,2026-01-22 03:16:06,Fashionandbeauty
gillianorr,https://substack.com/@gillianorr,9300,https://twitter.com/gillian_orr,https://instagram.com/gillian__orr,,,,,,,,,,,2026-01-22 03:16:06,Fashionandbeauty
theonlyjaneonjeans,https://substack.com/@theonlyjaneonjeans,10000,,https://instagram.com/janepageherman,,,,,,,,,,https://theonlyjane.com,2026-01-22 03:16:06,Fashionandbeauty
yeehawt,https://substack.com/@yeehawt,3400,,https://instagram.com/mackinleyjade,,,,,,,,,,https://www.yeehawt.com/?utm_campaign=profile_chips,2026-01-22 03:16:07,Fashionandbeauty
